provincia,poblacion,total,nuevas,lat,lng,semana,anio
Cañar,281396,2433,117,"-2,733333","-78,833333",18,2021
Chimborazo,524004,4026,210,"-1,674347","-78,648294",18,2021
Cotopaxi,488716,4818,207,"-0,933333","-78,616667",18,2021
El Oro,715751,10845,776,"-3,266667","-79,966667",18,2021
Esmeraldas,591083,2908,105,"1,05","-79,2",18,2021
Galápagos,33042,496,27,"-0,8","-89,4",18,2021
Guayas,4387434,26125,3289,"-2,183333","-79,883333",18,2021
Imbabura,476257,6344,489,"0,362678","-78,130667",18,2021
Loja,521154,7693,349,"-3,983333","-79,2",18,2021
Los Ríos,921763,6685,463,"-1,8","-79,533333",18,2021
Manabí,1562079,14586,717,"-1,056181","-80,455217",18,2021
Morona Santiago,196535,1700,91,"-2,3","-78,116667",18,2021
Napo,133705,1291,103,"-0,989","-77,8159",18,2021
Orellana,161338,894,52,"-0,466667","-76,966667",18,2021
Pastaza,114202,619,40,"-1,066667","-78,001111",18,2021
Pichincha,3228233,65015,4457,"-0,218611","-78,509722",18,2021
Santa Elena,401178,1534,88,"-2,2267","-80,8583",18,2021
Sto. Domingo Tsáchilas,511151,4720,142,"-0,254167","-79,171944",18,2021
Sucumbíos,230503,1877,129,"0,084722","-76,882778",18,2021
Tungurahua,590600,4824,240,"-1,241667","-78,619722",18,2021
Zamora Chinchipe,120416,1045,38,"-4,12","-78,8",18,2021
Azuay,881394,8509,462,"-2,897414","-79,004481",19,2021
Bolívar,209933,3706,112,"-1,605556","-79,003056",19,2021
Carchi,186869,3806,243,"0,81218","-77,71633",19,2021
Cañar,281396,2556,123,"-2,733333","-78,833333",19,2021
Chimborazo,524004,4214,188,"-1,674347","-78,648294",19,2021
Cotopaxi,488716,4988,170,"-0,933333","-78,616667",19,2021
El Oro,715751,11351,506,"-3,266667","-79,966667",19,2021
Esmeraldas,591083,3043,135,"1,05","-79,2",19,2021
Galápagos,33042,511,15,"-0,8","-89,4",19,2021
Guayas,4387434,27519,1394,"-2,183333","-79,883333",19,2021
Imbabura,476257,6843,499,"0,362678","-78,130667",19,2021
Loja,521154,7928,235,"-3,983333","-79,2",19,2021
Los Ríos,921763,6944,259,"-1,8","-79,533333",19,2021
Manabí,1562079,14981,395,"-1,056181","-80,455217",19,2021
Morona Santiago,196535,1799,99,"-2,3","-78,116667",19,2021
Napo,133705,1361,70,"-0,989","-77,8159",19,2021
Orellana,161338,963,69,"-0,466667","-76,966667",19,2021
Pastaza,114202,665,46,"-1,066667","-78,001111",19,2021
Pichincha,3228233,69157,4142,"-0,218611","-78,509722",19,2021
Santa Elena,401178,1593,59,"-2,2267","-80,8583",19,2021
Sto. Domingo Tsáchilas,511151,4838,118,"-0,254167","-79,171944",19,2021
Sucumbíos,230503,1966,89,"0,084722","-76,882778",19,2021
Tungurahua,590600,5216,392,"-1,241667","-78,619722",19,2021
Zamora Chinchipe,120416,1058,13,"-4,12","-78,8",19,2021
Azuay,881394,8936,427,"-2,897414","-79,004481",20,2021
Bolívar,209933,3822,116,"-1,605556","-79,003056",20,2021
Carchi,186869,3989,183,"0,81218","-77,71633",20,2021
Cañar,281396,2632,76,"-2,733333","-78,833333",20,2021
Chimborazo,524004,4408,194,"-1,674347","-78,648294",20,2021
Cotopaxi,488716,5205,217,"-0,933333","-78,616667",20,2021
El Oro,715751,11785,434,"-3,266667","-79,966667",20,2021
Esmeraldas,591083,3138,95,"1,05","-79,2",20,2021
Galápagos,33042,515,4,"-0,8","-89,4",20,2021
Guayas,4387434,28677,1158,"-2,183333","-79,883333",20,2021
Imbabura,476257,7231,388,"0,362678","-78,130667",20,2021
Loja,521154,8156,228,"-3,983333","-79,2",20,2021
Los Ríos,921763,7103,159,"-1,8","-79,533333",20,2021
Manabí,1562079,15354,373,"-1,056181","-80,455217",20,2021
Morona Santiago,196535,1881,82,"-2,3","-78,116667",20,2021
Napo,133705,1446,85,"-0,989","-77,8159",20,2021
Orellana,161338,1034,71,"-0,466667","-76,966667",20,2021
Pastaza,114202,695,30,"-1,066667","-78,001111",20,2021
Pichincha,3228233,72807,3650,"-0,218611","-78,509722",20,2021
Santa Elena,401178,1614,21,"-2,2267","-80,8583",20,2021
Sto. Domingo Tsáchilas,511151,5115,277,"-0,254167","-79,171944",20,2021
Sucumbíos,230503,2058,92,"0,084722","-76,882778",20,2021
Tungurahua,590600,5548,332,"-1,241667","-78,619722",20,2021
Zamora Chinchipe,120416,1088,30,"-4,12","-78,8",20,2021
Azuay,881394,9319,383,"-2,897414","-79,004481",21,2021
Bolívar,209933,3928,106,"-1,605556","-79,003056",21,2021
Carchi,186869,4217,228,"0,81218","-77,71633",21,2021
Cañar,281396,2709,77,"-2,733333","-78,833333",21,2021
Chimborazo,524004,4556,148,"-1,674347","-78,648294",21,2021
Cotopaxi,488716,5324,119,"-0,933333","-78,616667",21,2021
El Oro,715751,12090,305,"-3,266667","-79,966667",21,2021
Esmeraldas,591083,3251,113,"1,05","-79,2",21,2021
Galápagos,33042,519,4,"-0,8","-89,4",21,2021
Guayas,4387434,29692,1015,"-2,183333","-79,883333",21,2021
Imbabura,476257,7636,405,"0,362678","-78,130667",21,2021
Loja,521154,8478,322,"-3,983333","-79,2",21,2021
Los Ríos,921763,7247,144,"-1,8","-79,533333",21,2021
Manabí,1562079,15635,281,"-1,056181","-80,455217",21,2021
Morona Santiago,196535,1967,86,"-2,3","-78,116667",21,2021
Napo,133705,1507,61,"-0,989","-77,8159",21,2021
Orellana,161338,1092,58,"-0,466667","-76,966667",21,2021
Pastaza,114202,750,55,"-1,066667","-78,001111",21,2021
Pichincha,3228233,75435,2628,"-0,218611","-78,509722",21,2021
Santa Elena,401178,1642,28,"-2,2267","-80,8583",21,2021
Sto. Domingo Tsáchilas,511151,5258,143,"-0,254167","-79,171944",21,2021
Sucumbíos,230503,2137,79,"0,084722","-76,882778",21,2021
Tungurahua,590600,5729,181,"-1,241667","-78,619722",21,2021
Zamora Chinchipe,120416,1109,21,"-4,12","-78,8",21,2021
Azuay,881394,9669,350,"-2,897414","-79,004481",22,2021
Bolívar,209933,3995,67,"-1,605556","-79,003056",22,2021
Carchi,186869,4395,178,"0,81218","-77,71633",22,2021
Cañar,281396,2790,81,"-2,733333","-78,833333",22,2021
Chimborazo,524004,4698,142,"-1,674347","-78,648294",22,2021
Cotopaxi,488716,5434,110,"-0,933333","-78,616667",22,2021
El Oro,715751,12305,215,"-3,266667","-79,966667",22,2021
Esmeraldas,591083,3369,118,"1,05","-79,2",22,2021
Galápagos,33042,521,2,"-0,8","-89,4",22,2021
Guayas,4387434,30680,988,"-2,183333","-79,883333",22,2021
Imbabura,476257,7912,276,"0,362678","-78,130667",22,2021
Loja,521154,8670,192,"-3,983333","-79,2",22,2021
Los Ríos,921763,7331,84,"-1,8","-79,533333",22,2021
Manabí,1562079,15962,327,"-1,056181","-80,455217",22,2021
Morona Santiago,196535,2054,87,"-2,3","-78,116667",22,2021
Napo,133705,1604,97,"-0,989","-77,8159",22,2021
Orellana,161338,1141,49,"-0,466667","-76,966667",22,2021
Pastaza,114202,790,40,"-1,066667","-78,001111",22,2021
Pichincha,3228233,78046,2611,"-0,218611","-78,509722",22,2021
Santa Elena,401178,1656,14,"-2,2267","-80,8583",22,2021
Sto. Domingo Tsáchilas,511151,5364,106,"-0,254167","-79,171944",22,2021
Sucumbíos,230503,2195,58,"0,084722","-76,882778",22,2021
Tungurahua,590600,6014,285,"-1,241667","-78,619722",22,2021
Zamora Chinchipe,120416,1144,35,"-4,12","-78,8",22,2021
Azuay,881394,10078,409,"-2,897414","-79,004481",23,2021
Bolívar,209933,4066,71,"-1,605556","-79,003056",23,2021
Carchi,186869,4497,102,"0,81218","-77,71633",23,2021
Cañar,281396,2866,76,"-2,733333","-78,833333",23,2021
Chimborazo,524004,4821,123,"-1,674347","-78,648294",23,2021
Cotopaxi,488716,5524,90,"-0,933333","-78,616667",23,2021
El Oro,715751,12566,261,"-3,266667","-79,966667",23,2021
Esmeraldas,591083,3467,98,"1,05","-79,2",23,2021
Galápagos,33042,531,10,"-0,8","-89,4",23,2021
Guayas,4387434,31817,1137,"-2,183333","-79,883333",23,2021
Imbabura,476257,8190,278,"0,362678","-78,130667",23,2021
Loja,521154,8899,229,"-3,983333","-79,2",23,2021
Los Ríos,921763,7436,105,"-1,8","-79,533333",23,2021
Manabí,1562079,16254,292,"-1,056181","-80,455217",23,2021
Morona Santiago,196535,2107,53,"-2,3","-78,116667",23,2021
Napo,133705,1660,56,"-0,989","-77,8159",23,2021
Orellana,161338,1196,55,"-0,466667","-76,966667",23,2021
Pastaza,114202,813,23,"-1,066667","-78,001111",23,2021
Pichincha,3228233,80653,2607,"-0,218611","-78,509722",23,2021
Santa Elena,401178,1673,17,"-2,2267","-80,8583",23,2021
Sto. Domingo Tsáchilas,511151,5448,84,"-0,254167","-79,171944",23,2021
Sucumbíos,230503,2254,59,"0,084722","-76,882778",23,2021
Tungurahua,590600,6325,311,"-1,241667","-78,619722",23,2021
Zamora Chinchipe,120416,1179,35,"-4,12","-78,8",23,2021
Azuay,881394,10522,444,"-2,897414","-79,004481",24,2021
Bolívar,209933,4112,46,"-1,605556","-79,003056",24,2021
Carchi,186869,4646,149,"0,81218","-77,71633",24,2021
Cañar,281396,2953,87,"-2,733333","-78,833333",24,2021
Chimborazo,524004,4975,154,"-1,674347","-78,648294",24,2021
Cotopaxi,488716,5615,91,"-0,933333","-78,616667",24,2021
El Oro,715751,12740,174,"-3,266667","-79,966667",24,2021
Esmeraldas,591083,3519,52,"1,05","-79,2",24,2021
Galápagos,33042,538,7,"-0,8","-89,4",24,2021
Guayas,4387434,34390,2573,"-2,183333","-79,883333",24,2021
Imbabura,476257,8435,245,"0,362678","-78,130667",24,2021
Loja,521154,9127,228,"-3,983333","-79,2",24,2021
Los Ríos,921763,7538,102,"-1,8","-79,533333",24,2021
Manabí,1562079,16524,270,"-1,056181","-80,455217",24,2021
Morona Santiago,196535,2210,103,"-2,3","-78,116667",24,2021
Napo,133705,1727,67,"-0,989","-77,8159",24,2021
Orellana,161338,1248,52,"-0,466667","-76,966667",24,2021
Pastaza,114202,842,29,"-1,066667","-78,001111",24,2021
Pichincha,3228233,82962,2309,"-0,218611","-78,509722",24,2021
Santa Elena,401178,1704,31,"-2,2267","-80,8583",24,2021
Sto. Domingo Tsáchilas,511151,5527,79,"-0,254167","-79,171944",24,2021
Sucumbíos,230503,2316,62,"0,084722","-76,882778",24,2021
Tungurahua,590600,6457,132,"-1,241667","-78,619722",24,2021
Zamora Chinchipe,120416,1200,21,"-4,12","-78,8",24,2021
Azuay,881394,10989,467,"-2,897414","-79,004481",25,2021
Bolívar,209933,4156,44,"-1,605556","-79,003056",25,2021
Carchi,186869,4759,113,"0,81218","-77,71633",25,2021
Cañar,281396,3027,74,"-2,733333","-78,833333",25,2021
Chimborazo,524004,5120,145,"-1,674347","-78,648294",25,2021
Cotopaxi,488716,5693,78,"-0,933333","-78,616667",25,2021
El Oro,715751,13018,278,"-3,266667","-79,966667",25,2021
Esmeraldas,591083,3668,149,"1,05","-79,2",25,2021
Galápagos,33042,542,4,"-0,8","-89,4",25,2021
Guayas,4387434,36599,2209,"-2,183333","-79,883333",25,2021
Imbabura,476257,8777,342,"0,362678","-78,130667",25,2021
Loja,521154,9258,131,"-3,983333","-79,2",25,2021
Los Ríos,921763,7626,88,"-1,8","-79,533333",25,2021
Manabí,1562079,16729,205,"-1,056181","-80,455217",25,2021
Morona Santiago,196535,2277,67,"-2,3","-78,116667",25,2021
Napo,133705,1798,71,"-0,989","-77,8159",25,2021
Orellana,161338,1300,52,"-0,466667","-76,966667",25,2021
Pastaza,114202,867,25,"-1,066667","-78,001111",25,2021
Pichincha,3228233,85977,3015,"-0,218611","-78,509722",25,2021
Santa Elena,401178,1718,14,"-2,2267","-80,8583",25,2021
Sto. Domingo Tsáchilas,511151,5612,85,"-0,254167","-79,171944",25,2021
Sucumbíos,230503,2373,57,"0,084722","-76,882778",25,2021
Tungurahua,590600,6623,166,"-1,241667","-78,619722",25,2021
Zamora Chinchipe,120416,1216,16,"-4,12","-78,8",25,2021
Azuay,881394,11441,452,"-2,897414","-79,004481",26,2021
Bolívar,209933,4181,25,"-1,605556","-79,003056",26,2021
Carchi,186869,4976,217,"0,81218","-77,71633",26,2021
Cañar,281396,3092,65,"-2,733333","-78,833333",26,2021
Chimborazo,524004,5255,135,"-1,674347","-78,648294",26,2021
Cotopaxi,488716,5797,104,"-0,933333","-78,616667",26,2021
El Oro,715751,13296,278,"-3,266667","-79,966667",26,2021
Esmeraldas,591083,3823,155,"1,05","-79,2",26,2021
Galápagos,33042,546,4,"-0,8","-89,4",26,2021
Guayas,4387434,37930,1331,"-2,183333","-79,883333",26,2021
Imbabura,476257,9101,324,"0,362678","-78,130667",26,2021
Loja,521154,9457,199,"-3,983333","-79,2",26,2021
Los Ríos,921763,7729,103,"-1,8","-79,533333",26,2021
Manabí,1562079,17033,304,"-1,056181","-80,455217",26,2021
Morona Santiago,196535,2414,137,"-2,3","-78,116667",26,2021
Napo,133705,1878,80,"-0,989","-77,8159",26,2021
Orellana,161338,1358,58,"-0,466667","-76,966667",26,2021
Pastaza,114202,898,31,"-1,066667","-78,001111",26,2021
Pichincha,3228233,89380,3403,"-0,218611","-78,509722",26,2021
Santa Elena,401178,1737,19,"-2,2267","-80,8583",26,2021
Sto. Domingo Tsáchilas,511151,5725,113,"-0,254167","-79,171944",26,2021
Sucumbíos,230503,2412,39,"0,084722","-76,882778",26,2021
Tungurahua,590600,6809,186,"-1,241667","-78,619722",26,2021
Zamora Chinchipe,120416,1260,44,"-4,12","-78,8",26,2021
Azuay,881394,11924,483,"-2,897414","-79,004481",27,2021
Bolívar,209933,4226,45,"-1,605556","-79,003056",27,2021
Carchi,186869,5163,187,"0,81218","-77,71633",27,2021
Cañar,281396,3206,114,"-2,733333","-78,833333",27,2021
Chimborazo,524004,5341,86,"-1,674347","-78,648294",27,2021
Cotopaxi,488716,5854,57,"-0,933333","-78,616667",27,2021
El Oro,715751,13589,293,"-3,266667","-79,966667",27,2021
Esmeraldas,591083,4018,195,"1,05","-79,2",27,2021
Galápagos,33042,547,1,"-0,8","-89,4",27,2021
Guayas,4387434,38782,852,"-2,183333","-79,883333",27,2021
Imbabura,476257,9389,288,"0,362678","-78,130667",27,2021
Loja,521154,9639,182,"-3,983333","-79,2",27,2021
Los Ríos,921763,7816,87,"-1,8","-79,533333",27,2021
Manabí,1562079,17287,254,"-1,056181","-80,455217",27,2021
Morona Santiago,196535,2555,141,"-2,3","-78,116667",27,2021
Napo,133705,1966,88,"-0,989","-77,8159",27,2021
Orellana,161338,1413,55,"-0,466667","-76,966667",27,2021
Pastaza,114202,954,56,"-1,066667","-78,001111",27,2021
Pichincha,3228233,91703,2323,"-0,218611","-78,509722",27,2021
Santa Elena,401178,1760,23,"-2,2267","-80,8583",27,2021
Sto. Domingo Tsáchilas,511151,5787,62,"-0,254167","-79,171944",27,2021
Sucumbíos,230503,2488,76,"0,084722","-76,882778",27,2021
Tungurahua,590600,7050,241,"-1,241667","-78,619722",27,2021
Zamora Chinchipe,120416,1275,15,"-4,12","-78,8",27,2021
Azuay,881394,12270,346,"-2,897414","-79,004481",28,2021
Bolívar,209933,4271,45,"-1,605556","-79,003056",28,2021
Carchi,186869,5368,205,"0,81218","-77,71633",28,2021
Cañar,281396,3274,68,"-2,733333","-78,833333",28,2021
Chimborazo,524004,5496,155,"-1,674347","-78,648294",28,2021
Cotopaxi,488716,5988,134,"-0,933333","-78,616667",28,2021
El Oro,715751,13797,208,"-3,266667","-79,966667",28,2021
Esmeraldas,591083,4181,163,"1,05","-79,2",28,2021
Galápagos,33042,550,3,"-0,8","-89,4",28,2021
Guayas,4387434,39386,604,"-2,183333","-79,883333",28,2021
Imbabura,476257,9695,306,"0,362678","-78,130667",28,2021
Loja,521154,9736,97,"-3,983333","-79,2",28,2021
Los Ríos,921763,7885,69,"-1,8","-79,533333",28,2021
Manabí,1562079,17396,109,"-1,056181","-80,455217",28,2021
Morona Santiago,196535,2667,112,"-2,3","-78,116667",28,2021
Napo,133705,2047,81,"-0,989","-77,8159",28,2021
Orellana,161338,1444,31,"-0,466667","-76,966667",28,2021
Pastaza,114202,1033,79,"-1,066667","-78,001111",28,2021
Pichincha,3228233,96119,4416,"-0,218611","-78,509722",28,2021
Santa Elena,401178,1768,8,"-2,2267","-80,8583",28,2021
Sto. Domingo Tsáchilas,511151,5894,107,"-0,254167","-79,171944",28,2021
Sucumbíos,230503,2574,86,"0,084722","-76,882778",28,2021
Tungurahua,590600,7329,279,"-1,241667","-78,619722",28,2021
Zamora Chinchipe,120416,1283,8,"-4,12","-78,8",28,2021
Azuay,881394,12644,374,"-2,897414","-79,004481",29,2021
Bolívar,209933,4302,31,"-1,605556","-79,003056",29,2021
Carchi,186869,5530,162,"0,81218","-77,71633",29,2021
Cañar,281396,3380,106,"-2,733333","-78,833333",29,2021
Chimborazo,524004,5576,80,"-1,674347","-78,648294",29,2021
Cotopaxi,488716,6037,49,"-0,933333","-78,616667",29,2021
El Oro,715751,14079,282,"-3,266667","-79,966667",29,2021
Esmeraldas,591083,4265,84,"1,05","-79,2",29,2021
Galápagos,33042,551,1,"-0,8","-89,4",29,2021
Guayas,4387434,39786,400,"-2,183333","-79,883333",29,2021
Imbabura,476257,9906,211,"0,362678","-78,130667",29,2021
Loja,521154,9936,200,"-3,983333","-79,2",29,2021
Los Ríos,921763,7920,35,"-1,8","-79,533333",29,2021
Manabí,1562079,17539,143,"-1,056181","-80,455217",29,2021
Morona Santiago,196535,2731,64,"-2,3","-78,116667",29,2021
Napo,133705,2072,25,"-0,989","-77,8159",29,2021
Orellana,161338,1466,22,"-0,466667","-76,966667",29,2021
Pastaza,114202,1060,27,"-1,066667","-78,001111",29,2021
Pichincha,3228233,98240,2121,"-0,218611","-78,509722",29,2021
Santa Elena,401178,1775,7,"-2,2267","-80,8583",29,2021
Sto. Domingo Tsáchilas,511151,5944,50,"-0,254167","-79,171944",29,2021
Sucumbíos,230503,2632,58,"0,084722","-76,882778",29,2021
Tungurahua,590600,7436,107,"-1,241667","-78,619722",29,2021
Zamora Chinchipe,120416,1299,16,"-4,12","-78,8",29,2021
Azuay,881394,12813,169,"-2,897414","-79,004481",30,2021
Bolívar,209933,4314,12,"-1,605556","-79,003056",30,2021
Carchi,186869,5657,127,"0,81218","-77,71633",30,2021
Cañar,281396,3401,21,"-2,733333","-78,833333",30,2021
Chimborazo,524004,5600,24,"-1,674347","-78,648294",30,2021
Cotopaxi,488716,6082,45,"-0,933333","-78,616667",30,2021
El Oro,715751,14198,119,"-3,266667","-79,966667",30,2021
Esmeraldas,591083,4320,55,"1,05","-79,2",30,2021
Galápagos,33042,551,0,"-0,8","-89,4",30,2021
Guayas,4387434,39921,135,"-2,183333","-79,883333",30,2021
Imbabura,476257,10054,148,"0,362678","-78,130667",30,2021
Loja,521154,9989,53,"-3,983333","-79,2",30,2021
Los Ríos,921763,7924,4,"-1,8","-79,533333",30,2021
Manabí,1562079,17577,38,"-1,056181","-80,455217",30,2021
Morona Santiago,196535,2787,56,"-2,3","-78,116667",30,2021
Napo,133705,2093,21,"-0,989","-77,8159",30,2021
Orellana,161338,1468,2,"-0,466667","-76,966667",30,2021
Pastaza,114202,1078,18,"-1,066667","-78,001111",30,2021
Pichincha,3228233,100040,1800,"-0,218611","-78,509722",30,2021
Santa Elena,401178,1777,2,"-2,2267","-80,8583",30,2021
Sto. Domingo Tsáchilas,511151,5987,43,"-0,254167","-79,171944",30,2021
Sucumbíos,230503,2656,24,"0,084722","-76,882778",30,2021
Tungurahua,590600,7528,92,"-1,241667","-78,619722",30,2021
Zamora Chinchipe,120416,1304,5,"-4,12","-78,8",30,2021
Azuay,881394,13447,634,"-2,897414","-79,004481",31,2021
Bolívar,209933,4383,69,"-1,605556","-79,003056",31,2021
Carchi,186869,5886,229,"0,81218","-77,71633",31,2021
Cañar,281396,3471,70,"-2,733333","-78,833333",31,2021
Chimborazo,524004,5728,128,"-1,674347","-78,648294",31,2021
Cotopaxi,488716,6175,93,"-0,933333","-78,616667",31,2021
El Oro,715751,14648,450,"-3,266667","-79,966667",31,2021
Esmeraldas,591083,4474,154,"1,05","-79,2",31,2021
Galápagos,33042,555,4,"-0,8","-89,4",31,2021
Guayas,4387434,40684,763,"-2,183333","-79,883333",31,2021
Imbabura,476257,10450,396,"0,362678","-78,130667",31,2021
Loja,521154,10207,218,"-3,983333","-79,2",31,2021
Los Ríos,921763,8012,88,"-1,8","-79,533333",31,2021
Manabí,1562079,17827,250,"-1,056181","-80,455217",31,2021
Morona Santiago,196535,2935,148,"-2,3","-78,116667",31,2021
Napo,133705,2128,35,"-0,989","-77,8159",31,2021
Orellana,161338,1484,16,"-0,466667","-76,966667",31,2021
Pastaza,114202,1117,39,"-1,066667","-78,001111",31,2021
Pichincha,3228233,104215,4175,"-0,218611","-78,509722",31,2021
Santa Elena,401178,1808,31,"-2,2267","-80,8583",31,2021
Sto. Domingo Tsáchilas,511151,6086,99,"-0,254167","-79,171944",31,2021
Sucumbíos,230503,2779,123,"0,084722","-76,882778",31,2021
Tungurahua,590600,7746,218,"-1,241667","-78,619722",31,2021
Zamora Chinchipe,120416,1325,21,"-4,12","-78,8",31,2021
Azuay,881394,13634,187,"-2,897414","-79,004481",32,2021
Bolívar,209933,4409,26,"-1,605556","-79,003056",32,2021
Carchi,186869,5961,75,"0,81218","-77,71633",32,2021
Cañar,281396,3503,32,"-2,733333","-78,833333",32,2021
Chimborazo,524004,5764,36,"-1,674347","-78,648294",32,2021
Cotopaxi,488716,6210,35,"-0,933333","-78,616667",32,2021
El Oro,715751,14810,162,"-3,266667","-79,966667",32,2021
Esmeraldas,591083,4532,58,"1,05","-79,2",32,2021
Galápagos,33042,557,2,"-0,8","-89,4",32,2021
Guayas,4387434,40927,243,"-2,183333","-79,883333",32,2021
Imbabura,476257,10569,119,"0,362678","-78,130667",32,2021
Loja,521154,10325,118,"-3,983333","-79,2",32,2021
Los Ríos,921763,8027,15,"-1,8","-79,533333",32,2021
Manabí,1562079,17898,71,"-1,056181","-80,455217",32,2021
Morona Santiago,196535,2970,35,"-2,3","-78,116667",32,2021
Napo,133705,2151,23,"-0,989","-77,8159",32,2021
Orellana,161338,1497,13,"-0,466667","-76,966667",32,2021
Pastaza,114202,1137,20,"-1,066667","-78,001111",32,2021
Pichincha,3228233,105652,1437,"-0,218611","-78,509722",32,2021
Santa Elena,401178,1812,4,"-2,2267","-80,8583",32,2021
Sto. Domingo Tsáchilas,511151,6118,32,"-0,254167","-79,171944",32,2021
Sucumbíos,230503,2819,40,"0,084722","-76,882778",32,2021
Tungurahua,590600,7836,90,"-1,241667","-78,619722",32,2021
Zamora Chinchipe,120416,1333,8,"-4,12","-78,8",32,2021
Azuay,881394,13870,236,"-2,897414","-79,004481",33,2021
Bolívar,209933,4421,12,"-1,605556","-79,003056",33,2021
Carchi,186869,6007,46,"0,81218","-77,71633",33,2021
Cañar,281396,3535,32,"-2,733333","-78,833333",33,2021
Chimborazo,524004,5805,41,"-1,674347","-78,648294",33,2021
Cotopaxi,488716,6240,30,"-0,933333","-78,616667",33,2021
El Oro,715751,14949,139,"-3,266667","-79,966667",33,2021
Esmeraldas,591083,4624,92,"1,05","-79,2",33,2021
Galápagos,33042,559,2,"-0,8","-89,4",33,2021
Guayas,4387434,41456,529,"-2,183333","-79,883333",33,2021
Imbabura,476257,10936,367,"0,362678","-78,130667",33,2021
Loja,521154,10368,43,"-3,983333","-79,2",33,2021
Los Ríos,921763,8064,37,"-1,8","-79,533333",33,2021
Manabí,1562079,18022,124,"-1,056181","-80,455217",33,2021
Morona Santiago,196535,3010,40,"-2,3","-78,116667",33,2021
Napo,133705,2183,32,"-0,989","-77,8159",33,2021
Orellana,161338,1511,14,"-0,466667","-76,966667",33,2021
Pastaza,114202,1153,16,"-1,066667","-78,001111",33,2021
Pichincha,3228233,107255,1603,"-0,218611","-78,509722",33,2021
Santa Elena,401178,1824,12,"-2,2267","-80,8583",33,2021
Sto. Domingo Tsáchilas,511151,6152,34,"-0,254167","-79,171944",33,2021
Sucumbíos,230503,2867,48,"0,084722","-76,882778",33,2021
Tungurahua,590600,7907,71,"-1,241667","-78,619722",33,2021
Zamora Chinchipe,120416,1346,13,"-4,12","-78,8",33,2021
Azuay,881394,14099,229,"-2,897414","-79,004481",34,2021
Bolívar,209933,4449,28,"-1,605556","-79,003056",34,2021
Carchi,186869,6038,31,"0,81218","-77,71633",34,2021
Cañar,281396,3568,33,"-2,733333","-78,833333",34,2021
Chimborazo,524004,5835,30,"-1,674347","-78,648294",34,2021
Cotopaxi,488716,6261,21,"-0,933333","-78,616667",34,2021
El Oro,715751,15056,107,"-3,266667","-79,966667",34,2021
Esmeraldas,591083,4638,14,"1,05","-79,2",34,2021
Galápagos,33042,562,3,"-0,8","-89,4",34,2021
Guayas,4387434,41927,471,"-2,183333","-79,883333",34,2021
Imbabura,476257,11014,78,"0,362678","-78,130667",34,2021
Loja,521154,10392,24,"-3,983333","-79,2",34,2021
Los Ríos,921763,8088,24,"-1,8","-79,533333",34,2021
Manabí,1562079,18104,82,"-1,056181","-80,455217",34,2021
Morona Santiago,196535,3053,43,"-2,3","-78,116667",34,2021
Napo,133705,2198,15,"-0,989","-77,8159",34,2021
Orellana,161338,1527,16,"-0,466667","-76,966667",34,2021
Pastaza,114202,1182,29,"-1,066667","-78,001111",34,2021
Pichincha,3228233,108327,1072,"-0,218611","-78,509722",34,2021
Santa Elena,401178,1828,4,"-2,2267","-80,8583",34,2021
Sto. Domingo Tsáchilas,511151,6172,20,"-0,254167","-79,171944",34,2021
Sucumbíos,230503,2892,25,"0,084722","-76,882778",34,2021
Tungurahua,590600,7967,60,"-1,241667","-78,619722",34,2021
Zamora Chinchipe,120416,1349,3,"-4,12","-78,8",34,2021
Azuay,881394,14301,202,"-2,897414","-79,004481",35,2021
Bolívar,209933,4465,16,"-1,605556","-79,003056",35,2021
Carchi,186869,6094,56,"0,81218","-77,71633",35,2021
Cañar,281396,3601,33,"-2,733333","-78,833333",35,2021
Chimborazo,524004,5852,17,"-1,674347","-78,648294",35,2021
Cotopaxi,488716,6309,48,"-0,933333","-78,616667",35,2021
El Oro,715751,15131,75,"-3,266667","-79,966667",35,2021
Esmeraldas,591083,4725,87,"1,05","-79,2",35,2021
Galápagos,33042,563,1,"-0,8","-89,4",35,2021
Guayas,4387434,42225,298,"-2,183333","-79,883333",35,2021
Imbabura,476257,11121,107,"0,362678","-78,130667",35,2021
Loja,521154,10466,74,"-3,983333","-79,2",35,2021
Los Ríos,921763,8112,24,"-1,8","-79,533333",35,2021
Manabí,1562079,18208,104,"-1,056181","-80,455217",35,2021
Morona Santiago,196535,3063,10,"-2,3","-78,116667",35,2021
Napo,133705,2208,10,"-0,989","-77,8159",35,2021
Orellana,161338,1533,6,"-0,466667","-76,966667",35,2021
Pastaza,114202,1188,6,"-1,066667","-78,001111",35,2021
Pichincha,3228233,109645,1318,"-0,218611","-78,509722",35,2021
Santa Elena,401178,1834,6,"-2,2267","-80,8583",35,2021
Sto. Domingo Tsáchilas,511151,6219,47,"-0,254167","-79,171944",35,2021
Sucumbíos,230503,2931,39,"0,084722","-76,882778",35,2021
Tungurahua,590600,8070,103,"-1,241667","-78,619722",35,2021
Zamora Chinchipe,120416,1354,5,"-4,12","-78,8",35,2021
Azuay,881394,14418,117,"-2,897414","-79,004481",36,2021
Bolívar,209933,4475,10,"-1,605556","-79,003056",36,2021
Carchi,186869,6110,16,"0,81218","-77,71633",36,2021
Cañar,281396,3615,14,"-2,733333","-78,833333",36,2021
