provincia,poblacion,total,nuevas,lat,lng,semana,anio
El Oro,715751,6,6,"-3,266667","-79,966667",12,2020
Esmeraldas,591083,2,2,"1,05","-79,2",12,2020
Galápagos,33042,0,0,"-0,8","-89,4",12,2020
Guayas,4387434,607,588,"-2,183333","-79,883333",12,2020
Imbabura,476257,4,4,"0,362678","-78,130667",12,2020
Loja,521154,5,5,"-3,983333","-79,2",12,2020
Los Ríos,921763,25,15,"-1,8","-79,533333",12,2020
Manabí,1562079,25,25,"-1,056181","-80,455217",12,2020
Morona Santiago,196535,3,3,"-2,3","-78,116667",12,2020
Napo,133705,0,0,"-0,989","-77,8159",12,2020
Orellana,161338,0,0,"-0,466667","-76,966667",12,2020
Pastaza,114202,0,0,"-1,066667","-78,001111",12,2020
Pichincha,3228233,60,54,"-0,218611","-78,509722",12,2020
Santa Elena,401178,2,2,"-2,2267","-80,8583",12,2020
Sto. Domingo Tsáchilas,511151,4,4,"-0,254167","-79,171944",12,2020
Sucumbíos,230503,6,5,"0,084722","-76,882778",12,2020
Tungurahua,590600,0,0,"-1,241667","-78,619722",12,2020
Zamora Chinchipe,120416,0,0,"-4,12","-78,8",12,2020
Azuay,881394,53,34,"-2,897414","-79,004481",13,2020
Bolívar,209933,14,6,"-1,605556","-79,003056",13,2020
Carchi,186869,6,6,"0,81218","-77,71633",13,2020
Cañar,281396,26,22,"-2,733333","-78,833333",13,2020
Chimborazo,524004,15,6,"-1,674347","-78,648294",13,2020
Cotopaxi,488716,5,5,"-0,933333","-78,616667",13,2020
El Oro,715751,25,19,"-3,266667","-79,966667",13,2020
Esmeraldas,591083,7,5,"1,05","-79,2",13,2020
Galápagos,33042,4,4,"-0,8","-89,4",13,2020
Guayas,4387434,1377,770,"-2,183333","-79,883333",13,2020
Imbabura,476257,9,5,"0,362678","-78,130667",13,2020
Loja,521154,15,10,"-3,983333","-79,2",13,2020
Los Ríos,921763,60,35,"-1,8","-79,533333",13,2020
Manabí,1562079,50,25,"-1,056181","-80,455217",13,2020
Morona Santiago,196535,9,6,"-2,3","-78,116667",13,2020
Napo,133705,0,0,"-0,989","-77,8159",13,2020
Orellana,161338,1,1,"-0,466667","-76,966667",13,2020
Pastaza,114202,5,5,"-1,066667","-78,001111",13,2020
Pichincha,3228233,188,128,"-0,218611","-78,509722",13,2020
Santa Elena,401178,10,8,"-2,2267","-80,8583",13,2020
Sto. Domingo Tsáchilas,511151,15,11,"-0,254167","-79,171944",13,2020
Sucumbíos,230503,25,19,"0,084722","-76,882778",13,2020
Tungurahua,590600,4,4,"-1,241667","-78,619722",13,2020
Zamora Chinchipe,120416,1,1,"-4,12","-78,8",13,2020
Azuay,881394,99,46,"-2,897414","-79,004481",14,2020
Bolívar,209933,27,13,"-1,605556","-79,003056",14,2020
Carchi,186869,12,6,"0,81218","-77,71633",14,2020
Cañar,281396,59,33,"-2,733333","-78,833333",14,2020
Chimborazo,524004,32,17,"-1,674347","-78,648294",14,2020
Cotopaxi,488716,17,12,"-0,933333","-78,616667",14,2020
El Oro,715751,56,31,"-3,266667","-79,966667",14,2020
Esmeraldas,591083,16,9,"1,05","-79,2",14,2020
Galápagos,33042,11,7,"-0,8","-89,4",14,2020
Guayas,4387434,2524,1147,"-2,183333","-79,883333",14,2020
Imbabura,476257,20,11,"0,362678","-78,130667",14,2020
Loja,521154,27,12,"-3,983333","-79,2",14,2020
Los Ríos,921763,158,98,"-1,8","-79,533333",14,2020
Manabí,1562079,77,27,"-1,056181","-80,455217",14,2020
Morona Santiago,196535,10,1,"-2,3","-78,116667",14,2020
Napo,133705,2,2,"-0,989","-77,8159",14,2020
Orellana,161338,3,2,"-0,466667","-76,966667",14,2020
Pastaza,114202,11,6,"-1,066667","-78,001111",14,2020
Pichincha,3228233,345,157,"-0,218611","-78,509722",14,2020
Santa Elena,401178,52,42,"-2,2267","-80,8583",14,2020
Sto. Domingo Tsáchilas,511151,34,19,"-0,254167","-79,171944",14,2020
Sucumbíos,230503,30,5,"0,084722","-76,882778",14,2020
Tungurahua,590600,22,18,"-1,241667","-78,619722",14,2020
Zamora Chinchipe,120416,2,1,"-4,12","-78,8",14,2020
Azuay,881394,178,79,"-2,897414","-79,004481",15,2020
Bolívar,209933,33,6,"-1,605556","-79,003056",15,2020
Carchi,186869,24,12,"0,81218","-77,71633",15,2020
Cañar,281396,97,38,"-2,733333","-78,833333",15,2020
Chimborazo,524004,74,42,"-1,674347","-78,648294",15,2020
Cotopaxi,488716,42,25,"-0,933333","-78,616667",15,2020
El Oro,715751,150,94,"-3,266667","-79,966667",15,2020
Esmeraldas,591083,38,22,"1,05","-79,2",15,2020
Galápagos,33042,11,0,"-0,8","-89,4",15,2020
Guayas,4387434,5381,2857,"-2,183333","-79,883333",15,2020
Imbabura,476257,33,13,"0,362678","-78,130667",15,2020
Loja,521154,65,38,"-3,983333","-79,2",15,2020
Los Ríos,921763,239,81,"-1,8","-79,533333",15,2020
Manabí,1562079,214,137,"-1,056181","-80,455217",15,2020
Morona Santiago,196535,19,9,"-2,3","-78,116667",15,2020
Napo,133705,6,4,"-0,989","-77,8159",15,2020
Orellana,161338,6,3,"-0,466667","-76,966667",15,2020
Pastaza,114202,13,2,"-1,066667","-78,001111",15,2020
Pichincha,3228233,627,282,"-0,218611","-78,509722",15,2020
Santa Elena,401178,77,25,"-2,2267","-80,8583",15,2020
Sto. Domingo Tsáchilas,511151,60,26,"-0,254167","-79,171944",15,2020
Sucumbíos,230503,33,3,"0,084722","-76,882778",15,2020
Tungurahua,590600,42,20,"-1,241667","-78,619722",15,2020
Zamora Chinchipe,120416,4,2,"-4,12","-78,8",15,2020
Azuay,881394,223,45,"-2,897414","-79,004481",16,2020
Bolívar,209933,49,16,"-1,605556","-79,003056",16,2020
Carchi,186869,33,9,"0,81218","-77,71633",16,2020
Cañar,281396,137,40,"-2,733333","-78,833333",16,2020
Chimborazo,524004,112,38,"-1,674347","-78,648294",16,2020
Cotopaxi,488716,54,12,"-0,933333","-78,616667",16,2020
El Oro,715751,257,107,"-3,266667","-79,966667",16,2020
Esmeraldas,591083,89,51,"1,05","-79,2",16,2020
Galápagos,33042,54,43,"-0,8","-89,4",16,2020
Guayas,4387434,6446,1065,"-2,183333","-79,883333",16,2020
Imbabura,476257,47,14,"0,362678","-78,130667",16,2020
Loja,521154,116,51,"-3,983333","-79,2",16,2020
Los Ríos,921763,329,90,"-1,8","-79,533333",16,2020
Manabí,1562079,286,72,"-1,056181","-80,455217",16,2020
Morona Santiago,196535,28,9,"-2,3","-78,116667",16,2020
Napo,133705,8,2,"-0,989","-77,8159",16,2020
Orellana,161338,9,3,"-0,466667","-76,966667",16,2020
Pastaza,114202,20,7,"-1,066667","-78,001111",16,2020
Pichincha,3228233,819,192,"-0,218611","-78,509722",16,2020
Santa Elena,401178,145,68,"-2,2267","-80,8583",16,2020
Sto. Domingo Tsáchilas,511151,81,21,"-0,254167","-79,171944",16,2020
Sucumbíos,230503,34,1,"0,084722","-76,882778",16,2020
Tungurahua,590600,72,30,"-1,241667","-78,619722",16,2020
Zamora Chinchipe,120416,20,16,"-4,12","-78,8",16,2020
Azuay,881394,285,62,"-2,897414","-79,004481",17,2020
Bolívar,209933,66,17,"-1,605556","-79,003056",17,2020
Carchi,186869,38,5,"0,81218","-77,71633",17,2020
Cañar,281396,166,29,"-2,733333","-78,833333",17,2020
Chimborazo,524004,130,18,"-1,674347","-78,648294",17,2020
Cotopaxi,488716,68,14,"-0,933333","-78,616667",17,2020
El Oro,715751,300,43,"-3,266667","-79,966667",17,2020
Esmeraldas,591083,115,26,"1,05","-79,2",17,2020
Galápagos,33042,54,0,"-0,8","-89,4",17,2020
Guayas,4387434,7502,1056,"-2,183333","-79,883333",17,2020
Imbabura,476257,58,11,"0,362678","-78,130667",17,2020
Loja,521154,136,20,"-3,983333","-79,2",17,2020
Los Ríos,921763,402,73,"-1,8","-79,533333",17,2020
Manabí,1562079,330,44,"-1,056181","-80,455217",17,2020
Morona Santiago,196535,31,3,"-2,3","-78,116667",17,2020
Napo,133705,12,4,"-0,989","-77,8159",17,2020
Orellana,161338,14,5,"-0,466667","-76,966667",17,2020
Pastaza,114202,25,5,"-1,066667","-78,001111",17,2020
Pichincha,3228233,991,172,"-0,218611","-78,509722",17,2020
Santa Elena,401178,182,37,"-2,2267","-80,8583",17,2020
Sto. Domingo Tsáchilas,511151,123,42,"-0,254167","-79,171944",17,2020
Sucumbíos,230503,35,1,"0,084722","-76,882778",17,2020
Tungurahua,590600,96,24,"-1,241667","-78,619722",17,2020
Zamora Chinchipe,120416,24,4,"-4,12","-78,8",17,2020
Azuay,881394,551,266,"-2,897414","-79,004481",18,2020
Bolívar,209933,191,125,"-1,605556","-79,003056",18,2020
Carchi,186869,66,28,"0,81218","-77,71633",18,2020
Cañar,281396,377,211,"-2,733333","-78,833333",18,2020
Chimborazo,524004,215,85,"-1,674347","-78,648294",18,2020
Cotopaxi,488716,135,67,"-0,933333","-78,616667",18,2020
El Oro,715751,624,324,"-3,266667","-79,966667",18,2020
Esmeraldas,591083,223,108,"1,05","-79,2",18,2020
Galápagos,33042,71,17,"-0,8","-89,4",18,2020
Guayas,4387434,13053,5551,"-2,183333","-79,883333",18,2020
Imbabura,476257,99,41,"0,362678","-78,130667",18,2020
Loja,521154,316,180,"-3,983333","-79,2",18,2020
Los Ríos,921763,931,529,"-1,8","-79,533333",18,2020
Manabí,1562079,934,604,"-1,056181","-80,455217",18,2020
Morona Santiago,196535,79,48,"-2,3","-78,116667",18,2020
Napo,133705,40,28,"-0,989","-77,8159",18,2020
Orellana,161338,39,25,"-0,466667","-76,966667",18,2020
Pastaza,114202,64,39,"-1,066667","-78,001111",18,2020
Pichincha,3228233,1698,707,"-0,218611","-78,509722",18,2020
Santa Elena,401178,583,401,"-2,2267","-80,8583",18,2020
Sto. Domingo Tsáchilas,511151,324,201,"-0,254167","-79,171944",18,2020
Sucumbíos,230503,45,10,"0,084722","-76,882778",18,2020
Tungurahua,590600,203,107,"-1,241667","-78,619722",18,2020
Zamora Chinchipe,120416,76,52,"-4,12","-78,8",18,2020
Azuay,881394,569,18,"-2,897414","-79,004481",19,2020
Bolívar,209933,167,-24,"-1,605556","-79,003056",19,2020
Carchi,186869,96,30,"0,81218","-77,71633",19,2020
Cañar,281396,241,-136,"-2,733333","-78,833333",19,2020
Chimborazo,524004,256,41,"-1,674347","-78,648294",19,2020
Cotopaxi,488716,168,33,"-0,933333","-78,616667",19,2020
El Oro,715751,672,48,"-3,266667","-79,966667",19,2020
Esmeraldas,591083,290,67,"1,05","-79,2",19,2020
Galápagos,33042,70,-1,"-0,8","-89,4",19,2020
Guayas,4387434,11705,-1348,"-2,183333","-79,883333",19,2020
Imbabura,476257,126,27,"0,362678","-78,130667",19,2020
Loja,521154,257,-59,"-3,983333","-79,2",19,2020
Los Ríos,921763,1026,95,"-1,8","-79,533333",19,2020
Manabí,1562079,1299,365,"-1,056181","-80,455217",19,2020
Morona Santiago,196535,44,-35,"-2,3","-78,116667",19,2020
Napo,133705,54,14,"-0,989","-77,8159",19,2020
Orellana,161338,60,21,"-0,466667","-76,966667",19,2020
Pastaza,114202,97,33,"-1,066667","-78,001111",19,2020
Pichincha,3228233,2096,398,"-0,218611","-78,509722",19,2020
Santa Elena,401178,534,-49,"-2,2267","-80,8583",19,2020
Sto. Domingo Tsáchilas,511151,389,65,"-0,254167","-79,171944",19,2020
Sucumbíos,230503,65,20,"0,084722","-76,882778",19,2020
Tungurahua,590600,273,70,"-1,241667","-78,619722",19,2020
Zamora Chinchipe,120416,68,-8,"-4,12","-78,8",19,2020
Azuay,881394,693,124,"-2,897414","-79,004481",20,2020
Bolívar,209933,230,63,"-1,605556","-79,003056",20,2020
Carchi,186869,105,9,"0,81218","-77,71633",20,2020
Cañar,281396,277,36,"-2,733333","-78,833333",20,2020
Chimborazo,524004,299,43,"-1,674347","-78,648294",20,2020
Cotopaxi,488716,230,62,"-0,933333","-78,616667",20,2020
El Oro,715751,920,248,"-3,266667","-79,966667",20,2020
Esmeraldas,591083,456,166,"1,05","-79,2",20,2020
Galápagos,33042,74,4,"-0,8","-89,4",20,2020
Guayas,4387434,13055,1350,"-2,183333","-79,883333",20,2020
Imbabura,476257,151,25,"0,362678","-78,130667",20,2020
Loja,521154,300,43,"-3,983333","-79,2",20,2020
Los Ríos,921763,1215,189,"-1,8","-79,533333",20,2020
Manabí,1562079,1528,229,"-1,056181","-80,455217",20,2020
Morona Santiago,196535,64,20,"-2,3","-78,116667",20,2020
Napo,133705,101,47,"-0,989","-77,8159",20,2020
Orellana,161338,90,30,"-0,466667","-76,966667",20,2020
Pastaza,114202,129,32,"-1,066667","-78,001111",20,2020
Pichincha,3228233,2582,486,"-0,218611","-78,509722",20,2020
Santa Elena,401178,648,114,"-2,2267","-80,8583",20,2020
Sto. Domingo Tsáchilas,511151,576,187,"-0,254167","-79,171944",20,2020
Sucumbíos,230503,76,11,"0,084722","-76,882778",20,2020
Tungurahua,590600,345,72,"-1,241667","-78,619722",20,2020
Zamora Chinchipe,120416,101,33,"-4,12","-78,8",20,2020
Azuay,881394,797,104,"-2,897414","-79,004481",21,2020
Bolívar,209933,298,68,"-1,605556","-79,003056",21,2020
Carchi,186869,137,32,"0,81218","-77,71633",21,2020
Cañar,281396,306,29,"-2,733333","-78,833333",21,2020
Chimborazo,524004,368,69,"-1,674347","-78,648294",21,2020
Cotopaxi,488716,329,99,"-0,933333","-78,616667",21,2020
El Oro,715751,1025,105,"-3,266667","-79,966667",21,2020
Esmeraldas,591083,640,184,"1,05","-79,2",21,2020
Galápagos,33042,76,2,"-0,8","-89,4",21,2020
Guayas,4387434,13787,732,"-2,183333","-79,883333",21,2020
Imbabura,476257,190,39,"0,362678","-78,130667",21,2020
Loja,521154,334,34,"-3,983333","-79,2",21,2020
Los Ríos,921763,1379,164,"-1,8","-79,533333",21,2020
Manabí,1562079,1895,367,"-1,056181","-80,455217",21,2020
Morona Santiago,196535,92,28,"-2,3","-78,116667",21,2020
Napo,133705,166,65,"-0,989","-77,8159",21,2020
Orellana,161338,163,73,"-0,466667","-76,966667",21,2020
Pastaza,114202,195,66,"-1,066667","-78,001111",21,2020
Pichincha,3228233,3405,823,"-0,218611","-78,509722",21,2020
Santa Elena,401178,733,85,"-2,2267","-80,8583",21,2020
Sto. Domingo Tsáchilas,511151,800,224,"-0,254167","-79,171944",21,2020
Sucumbíos,230503,97,21,"0,084722","-76,882778",21,2020
Tungurahua,590600,439,94,"-1,241667","-78,619722",21,2020
Zamora Chinchipe,120416,149,48,"-4,12","-78,8",21,2020
Azuay,881394,869,72,"-2,897414","-79,004481",22,2020
Bolívar,209933,312,14,"-1,605556","-79,003056",22,2020
Carchi,186869,152,15,"0,81218","-77,71633",22,2020
Cañar,281396,331,25,"-2,733333","-78,833333",22,2020
Chimborazo,524004,398,30,"-1,674347","-78,648294",22,2020
Cotopaxi,488716,395,66,"-0,933333","-78,616667",22,2020
El Oro,715751,1094,69,"-3,266667","-79,966667",22,2020
Esmeraldas,591083,852,212,"1,05","-79,2",22,2020
Galápagos,33042,76,0,"-0,8","-89,4",22,2020
Guayas,4387434,14061,274,"-2,183333","-79,883333",22,2020
Imbabura,476257,203,13,"0,362678","-78,130667",22,2020
Loja,521154,357,23,"-3,983333","-79,2",22,2020
Los Ríos,921763,1509,130,"-1,8","-79,533333",22,2020
Manabí,1562079,2235,340,"-1,056181","-80,455217",22,2020
Morona Santiago,196535,105,13,"-2,3","-78,116667",22,2020
Napo,133705,201,35,"-0,989","-77,8159",22,2020
Orellana,161338,237,74,"-0,466667","-76,966667",22,2020
Pastaza,114202,228,33,"-1,066667","-78,001111",22,2020
Pichincha,3228233,3940,535,"-0,218611","-78,509722",22,2020
Santa Elena,401178,771,38,"-2,2267","-80,8583",22,2020
Sto. Domingo Tsáchilas,511151,1043,243,"-0,254167","-79,171944",22,2020
Sucumbíos,230503,110,13,"0,084722","-76,882778",22,2020
Tungurahua,590600,477,38,"-1,241667","-78,619722",22,2020
Zamora Chinchipe,120416,186,37,"-4,12","-78,8",22,2020
Azuay,881394,1030,161,"-2,897414","-79,004481",23,2020
Bolívar,209933,367,55,"-1,605556","-79,003056",23,2020
Carchi,186869,184,32,"0,81218","-77,71633",23,2020
Cañar,281396,371,40,"-2,733333","-78,833333",23,2020
Chimborazo,524004,480,82,"-1,674347","-78,648294",23,2020
Cotopaxi,488716,586,191,"-0,933333","-78,616667",23,2020
El Oro,715751,1309,215,"-3,266667","-79,966667",23,2020
Esmeraldas,591083,1172,320,"1,05","-79,2",23,2020
Galápagos,33042,76,0,"-0,8","-89,4",23,2020
Guayas,4387434,14422,361,"-2,183333","-79,883333",23,2020
Imbabura,476257,250,47,"0,362678","-78,130667",23,2020
Loja,521154,494,137,"-3,983333","-79,2",23,2020
Los Ríos,921763,1769,260,"-1,8","-79,533333",23,2020
Manabí,1562079,2833,598,"-1,056181","-80,455217",23,2020
Morona Santiago,196535,182,77,"-2,3","-78,116667",23,2020
Napo,133705,325,124,"-0,989","-77,8159",23,2020
Orellana,161338,326,89,"-0,466667","-76,966667",23,2020
Pastaza,114202,320,92,"-1,066667","-78,001111",23,2020
Pichincha,3228233,4598,658,"-0,218611","-78,509722",23,2020
Santa Elena,401178,824,53,"-2,2267","-80,8583",23,2020
Sto. Domingo Tsáchilas,511151,1195,152,"-0,254167","-79,171944",23,2020
Sucumbíos,230503,165,55,"0,084722","-76,882778",23,2020
Tungurahua,590600,609,132,"-1,241667","-78,619722",23,2020
Zamora Chinchipe,120416,277,91,"-4,12","-78,8",23,2020
Azuay,881394,1249,219,"-2,897414","-79,004481",24,2020
Bolívar,209933,452,85,"-1,605556","-79,003056",24,2020
Carchi,186869,204,20,"0,81218","-77,71633",24,2020
Cañar,281396,413,42,"-2,733333","-78,833333",24,2020
Chimborazo,524004,544,64,"-1,674347","-78,648294",24,2020
Cotopaxi,488716,750,164,"-0,933333","-78,616667",24,2020
El Oro,715751,1514,205,"-3,266667","-79,966667",24,2020
Esmeraldas,591083,1478,306,"1,05","-79,2",24,2020
Galápagos,33042,77,1,"-0,8","-89,4",24,2020
Guayas,4387434,14639,217,"-2,183333","-79,883333",24,2020
Imbabura,476257,344,94,"0,362678","-78,130667",24,2020
Loja,521154,571,77,"-3,983333","-79,2",24,2020
Los Ríos,921763,1965,196,"-1,8","-79,533333",24,2020
Manabí,1562079,3335,502,"-1,056181","-80,455217",24,2020
Morona Santiago,196535,292,110,"-2,3","-78,116667",24,2020
Napo,133705,390,65,"-0,989","-77,8159",24,2020
Orellana,161338,417,91,"-0,466667","-76,966667",24,2020
Pastaza,114202,392,72,"-1,066667","-78,001111",24,2020
Pichincha,3228233,5233,635,"-0,218611","-78,509722",24,2020
Santa Elena,401178,857,33,"-2,2267","-80,8583",24,2020
Sto. Domingo Tsáchilas,511151,1386,191,"-0,254167","-79,171944",24,2020
Sucumbíos,230503,242,77,"0,084722","-76,882778",24,2020
Tungurahua,590600,693,84,"-1,241667","-78,619722",24,2020
Zamora Chinchipe,120416,358,81,"-4,12","-78,8",24,2020
Azuay,881394,1414,165,"-2,897414","-79,004481",25,2020
Bolívar,209933,515,63,"-1,605556","-79,003056",25,2020
Carchi,186869,231,27,"0,81218","-77,71633",25,2020
Cañar,281396,450,37,"-2,733333","-78,833333",25,2020
Chimborazo,524004,618,74,"-1,674347","-78,648294",25,2020
Cotopaxi,488716,868,118,"-0,933333","-78,616667",25,2020
El Oro,715751,1790,276,"-3,266667","-79,966667",25,2020
Esmeraldas,591083,1755,277,"1,05","-79,2",25,2020
Galápagos,33042,77,0,"-0,8","-89,4",25,2020
Guayas,4387434,14786,147,"-2,183333","-79,883333",25,2020
Imbabura,476257,460,116,"0,362678","-78,130667",25,2020
Loja,521154,679,108,"-3,983333","-79,2",25,2020
Los Ríos,921763,2074,109,"-1,8","-79,533333",25,2020
Manabí,1562079,3761,426,"-1,056181","-80,455217",25,2020
Morona Santiago,196535,447,155,"-2,3","-78,116667",25,2020
Napo,133705,501,111,"-0,989","-77,8159",25,2020
Orellana,161338,539,122,"-0,466667","-76,966667",25,2020
Pastaza,114202,540,148,"-1,066667","-78,001111",25,2020
Pichincha,3228233,6053,820,"-0,218611","-78,509722",25,2020
Santa Elena,401178,893,36,"-2,2267","-80,8583",25,2020
Sto. Domingo Tsáchilas,511151,1707,321,"-0,254167","-79,171944",25,2020
Sucumbíos,230503,296,54,"0,084722","-76,882778",25,2020
Tungurahua,590600,808,115,"-1,241667","-78,619722",25,2020
Zamora Chinchipe,120416,422,64,"-4,12","-78,8",25,2020
Azuay,881394,1677,263,"-2,897414","-79,004481",26,2020
Bolívar,209933,626,111,"-1,605556","-79,003056",26,2020
Carchi,186869,278,47,"0,81218","-77,71633",26,2020
Cañar,281396,537,87,"-2,733333","-78,833333",26,2020
Chimborazo,524004,732,114,"-1,674347","-78,648294",26,2020
Cotopaxi,488716,1036,168,"-0,933333","-78,616667",26,2020
El Oro,715751,2013,223,"-3,266667","-79,966667",26,2020
Esmeraldas,591083,2024,269,"1,05","-79,2",26,2020
Galápagos,33042,86,9,"-0,8","-89,4",26,2020
Guayas,4387434,14988,202,"-2,183333","-79,883333",26,2020
Imbabura,476257,566,106,"0,362678","-78,130667",26,2020
Loja,521154,853,174,"-3,983333","-79,2",26,2020
Los Ríos,921763,2236,162,"-1,8","-79,533333",26,2020
Manabí,1562079,4288,527,"-1,056181","-80,455217",26,2020
Morona Santiago,196535,758,311,"-2,3","-78,116667",26,2020
Napo,133705,564,63,"-0,989","-77,8159",26,2020
Orellana,161338,657,118,"-0,466667","-76,966667",26,2020
Pastaza,114202,641,101,"-1,066667","-78,001111",26,2020
Pichincha,3228233,6983,930,"-0,218611","-78,509722",26,2020
Santa Elena,401178,922,29,"-2,2267","-80,8583",26,2020
Sto. Domingo Tsáchilas,511151,1936,229,"-0,254167","-79,171944",26,2020
Sucumbíos,230503,390,94,"0,084722","-76,882778",26,2020
Tungurahua,590600,985,177,"-1,241667","-78,619722",26,2020
Zamora Chinchipe,120416,523,101,"-4,12","-78,8",26,2020
Azuay,881394,1935,258,"-2,897414","-79,004481",27,2020
Bolívar,209933,755,129,"-1,605556","-79,003056",27,2020
Carchi,186869,365,87,"0,81218","-77,71633",27,2020
Cañar,281396,559,22,"-2,733333","-78,833333",27,2020
Chimborazo,524004,823,91,"-1,674347","-78,648294",27,2020
Cotopaxi,488716,1236,200,"-0,933333","-78,616667",27,2020
El Oro,715751,2173,160,"-3,266667","-79,966667",27,2020
Esmeraldas,591083,2207,183,"1,05","-79,2",27,2020
Galápagos,33042,100,14,"-0,8","-89,4",27,2020
Guayas,4387434,16104,1116,"-2,183333","-79,883333",27,2020
Imbabura,476257,716,150,"0,362678","-78,130667",27,2020
Loja,521154,1095,242,"-3,983333","-79,2",27,2020
Los Ríos,921763,2417,181,"-1,8","-79,533333",27,2020
Manabí,1562079,4647,359,"-1,056181","-80,455217",27,2020
Morona Santiago,196535,1000,242,"-2,3","-78,116667",27,2020
Napo,133705,653,89,"-0,989","-77,8159",27,2020
Orellana,161338,838,181,"-0,466667","-76,966667",27,2020
Pastaza,114202,830,189,"-1,066667","-78,001111",27,2020
Pichincha,3228233,8924,1941,"-0,218611","-78,509722",27,2020
Santa Elena,401178,952,30,"-2,2267","-80,8583",27,2020
Sto. Domingo Tsáchilas,511151,2294,358,"-0,254167","-79,171944",27,2020
Sucumbíos,230503,521,131,"0,084722","-76,882778",27,2020
Tungurahua,590600,1243,258,"-1,241667","-78,619722",27,2020
Zamora Chinchipe,120416,615,92,"-4,12","-78,8",27,2020
Azuay,881394,2262,327,"-2,897414","-79,004481",28,2020
Bolívar,209933,832,77,"-1,605556","-79,003056",28,2020
Carchi,186869,459,94,"0,81218","-77,71633",28,2020
Cañar,281396,608,49,"-2,733333","-78,833333",28,2020
Chimborazo,524004,980,157,"-1,674347","-78,648294",28,2020
Cotopaxi,488716,1472,236,"-0,933333","-78,616667",28,2020
El Oro,715751,2354,181,"-3,266667","-79,966667",28,2020
Esmeraldas,591083,2523,316,"1,05","-79,2",28,2020
Galápagos,33042,100,0,"-0,8","-89,4",28,2020
Guayas,4387434,16480,376,"-2,183333","-79,883333",28,2020
Imbabura,476257,860,144,"0,362678","-78,130667",28,2020
Loja,521154,1323,228,"-3,983333","-79,2",28,2020
Los Ríos,921763,2598,181,"-1,8","-79,533333",28,2020
Manabí,1562079,5110,463,"-1,056181","-80,455217",28,2020
Morona Santiago,196535,1286,286,"-2,3","-78,116667",28,2020
Napo,133705,726,73,"-0,989","-77,8159",28,2020
Orellana,161338,921,83,"-0,466667","-76,966667",28,2020
Pastaza,114202,962,132,"-1,066667","-78,001111",28,2020
Pichincha,3228233,10673,1749,"-0,218611","-78,509722",28,2020
Santa Elena,401178,988,36,"-2,2267","-80,8583",28,2020
Sto. Domingo Tsáchilas,511151,2554,260,"-0,254167","-79,171944",28,2020
Sucumbíos,230503,644,123,"0,084722","-76,882778",28,2020
Tungurahua,590600,1479,236,"-1,241667","-78,619722",28,2020
Zamora Chinchipe,120416,720,105,"-4,12","-78,8",28,2020
Azuay,881394,2651,389,"-2,897414","-79,004481",29,2020
Bolívar,209933,988,156,"-1,605556","-79,003056",29,2020
Carchi,186869,587,128,"0,81218","-77,71633",29,2020
Cañar,281396,643,35,"-2,733333","-78,833333",29,2020
Chimborazo,524004,1104,124,"-1,674347","-78,648294",29,2020
Cotopaxi,488716,1632,160,"-0,933333","-78,616667",29,2020
El Oro,715751,2626,272,"-3,266667","-79,966667",29,2020
Esmeraldas,591083,2868,345,"1,05","-79,2",29,2020
Galápagos,33042,101,1,"-0,8","-89,4",29,2020
Guayas,4387434,17015,535,"-2,183333","-79,883333",29,2020
Imbabura,476257,1128,268,"0,362678","-78,130667",29,2020
Loja,521154,1712,389,"-3,983333","-79,2",29,2020
Los Ríos,921763,2716,118,"-1,8","-79,533333",29,2020
Manabí,1562079,5688,578,"-1,056181","-80,455217",29,2020
Morona Santiago,196535,1590,304,"-2,3","-78,116667",29,2020
Napo,133705,814,88,"-0,989","-77,8159",29,2020
Orellana,161338,1073,152,"-0,466667","-76,966667",29,2020
Pastaza,114202,1119,157,"-1,066667","-78,001111",29,2020
Pichincha,3228233,11714,1041,"-0,218611","-78,509722",29,2020
Santa Elena,401178,1100,112,"-2,2267","-80,8583",29,2020
Sto. Domingo Tsáchilas,511151,2874,320,"-0,254167","-79,171944",29,2020
Sucumbíos,230503,822,178,"0,084722","-76,882778",29,2020
Tungurahua,590600,1700,221,"-1,241667","-78,619722",29,2020
Zamora Chinchipe,120416,792,72,"-4,12","-78,8",29,2020
Azuay,881394,3013,362,"-2,897414","-79,004481",30,2020
Bolívar,209933,1053,65,"-1,605556","-79,003056",30,2020
Carchi,186869,774,187,"0,81218","-77,71633",30,2020
Cañar,281396,691,48,"-2,733333","-78,833333",30,2020
Chimborazo,524004,1253,149,"-1,674347","-78,648294",30,2020
Cotopaxi,488716,1931,299,"-0,933333","-78,616667",30,2020
El Oro,715751,2904,278,"-3,266667","-79,966667",30,2020
Esmeraldas,591083,2970,102,"1,05","-79,2",30,2020
Galápagos,33042,101,0,"-0,8","-89,4",30,2020
Guayas,4387434,17315,300,"-2,183333","-79,883333",30,2020
Imbabura,476257,1269,141,"0,362678","-78,130667",30,2020
Loja,521154,2111,399,"-3,983333","-79,2",30,2020
Los Ríos,921763,2799,83,"-1,8","-79,533333",30,2020
Manabí,1562079,6178,490,"-1,056181","-80,455217",30,2020
Morona Santiago,196535,1888,298,"-2,3","-78,116667",30,2020
Napo,133705,892,78,"-0,989","-77,8159",30,2020
Orellana,161338,1271,198,"-0,466667","-76,966667",30,2020
