zona,region,provincia,poblacion,semana,mes,anio,primera_dosis,dosis_refuerzo,dosis_total,dosis_unica,segunda_dosis
1,sierra,Carchi,186869,36,9,2021,587876,0,1036782,5825,443081
1,sierra,Carchi,186869,6,2,2021,588,0,588,0,0
7,amazonia,Zamora Chinchipe,120416,1,1,2022,88948,6441,172768,2784,74595
3,sierra,Cotopaxi,488716,4,1,2022,2766131,498766,5955251,203436,2486918
3,sierra,Cotopaxi,488716,24,6,2021,469097,0,644107,0,175010
6,sierra,Cañar,281396,32,8,2021,943192,0,1237915,0,294723
2,amazonia,Napo,133705,36,8,2021,256488,0,432396,4510,171398
6,sierra,Azuay,881394,35,8,2021,4032889,0,7202623,16157,3153577
5,costa,Los Ríos,921763,45,11,2021,3379163,719,6192925,140135,2672908
5,insular,Galápagos,33042,42,10,2021,187242,0,367139,0,179897
5,costa,Los Ríos,921763,22,5,2021,506208,0,633117,0,126909
5,costa,Los Ríos,921763,26,6,2021,887469,0,1215132,0,327663
6,amazonia,Morona Santiago,196535,50,12,2021,730256,40578,1426805,66670,589301
2,amazonia,Orellana,161338,5,1,2022,797752,79722,1573674,30235,665965
5,insular,Galápagos,33042,43,10,2021,191364,0,371648,0,180284
3,sierra,Bolívar,209933,34,8,2021,836365,0,1402330,7206,558759
6,sierra,Cañar,281396,45,10,2021,167659,819,304691,7616,128597
1,costa,Esmeraldas,591083,14,4,2021,30191,0,34811,0,4620
6,sierra,Cañar,281396,36,9,2021,544133,0,1005023,14949,445941
5,costa,Santa Elena,401178,7,2,2021,763,0,763,0,0
3,sierra,Cotopaxi,488716,10,2,2021,1505,0,1618,0,113
2,amazonia,Sucumbíos,230503,38,9,2021,866265,0,1610105,35766,708074
3,sierra,Chimborazo,524004,2,1,2022,2774717,322998,5616082,102424,2415943
3,sierra,Tungurahua,590600,52,12,2021,3307134,257877,6733344,195322,2973011
7,amazonia,Zamora Chinchipe,120416,41,10,2021,495651,0,893735,11684,386400
9,sierra,Pichincha,3228233,21,5,2021,2776528,0,3631097,0,854569
7,costa,El Oro,715751,29,7,2021,1884263,0,2438702,0,554439
7,sierra,Loja,521154,49,11,2021,1267699,69256,2458806,12192,1109659
5,costa,Santa Elena,401178,16,4,2021,50313,0,64753,0,14440
2,amazonia,Pastaza,114202,18,5,2021,6943,0,8407,0,1464
1,costa,Esmeraldas,591083,5,1,2021,1182,0,1182,0,0
5,costa,Santa Elena,401178,39,9,2021,1529564,0,2886737,43695,1313478
3,sierra,Cotopaxi,488716,40,10,2021,613459,0,1169733,41037,515237
2,amazonia,Orellana,161338,42,10,2021,698843,0,1287039,22656,565540
5,costa,Los Ríos,921763,51,12,2021,4539254,161063,8395821,179907,3515597
7,sierra,Loja,521154,37,9,2021,2490207,0,4622758,11415,2121136
6,sierra,Cañar,281396,5,1,2022,1190228,265172,2576805,54916,1066489
2,amazonia,Orellana,161338,48,11,2021,841715,6553,1502622,27689,626665
3,sierra,Chimborazo,524004,1,1,2022,395312,40758,792887,14091,342726
2,amazonia,Sucumbíos,230503,48,11,2021,1092861,23592,1999907,51689,831765
4,costa,Manabí,1562079,38,9,2021,6896884,0,13323238,240425,6185929
1,costa,Esmeraldas,591083,34,8,2021,2261648,0,3473105,11069,1200388
3,sierra,Bolívar,209933,35,8,2021,836465,0,1503897,18508,648924
3,sierra,Tungurahua,590600,23,5,2021,142608,0,187687,0,45079
2,amazonia,Orellana,161338,22,5,2021,120351,0,146343,0,25992
7,amazonia,Zamora Chinchipe,120416,39,9,2021,471411,0,855443,10219,373813
6,sierra,Azuay,881394,36,9,2021,2249642,0,4235619,22391,1963586
8,costa,Guayas,4387434,32,8,2021,16768143,0,21189062,0,4420919
1,sierra,Imbabura,476257,41,10,2021,2221850,0,4291838,73194,1996794
2,amazonia,Sucumbíos,230503,40,10,2021,257125,0,477567,11639,208803
8,costa,Guayas,4387434,27,7,2021,2145257,0,3121488,0,976231
3,sierra,Chimborazo,524004,45,11,2021,2120772,20103,3832380,69296,1622209
3,sierra,Tungurahua,590600,31,7,2021,2322032,0,2857517,0,535485
3,sierra,Cotopaxi,488716,23,6,2021,306852,0,406454,0,99602
1,costa,Esmeraldas,591083,44,10,2021,2590308,1243,4691407,143759,1956097
7,sierra,Loja,521154,36,8,2021,1078579,0,1925943,2194,845170
8,costa,Guayas,4387434,17,4,2021,1169952,0,1424453,0,254501
5,costa,Santa Elena,401178,40,9,2021,1118459,0,2097688,33203,946026
5,costa,Santa Elena,401178,5,1,2021,327,0,327,0,0
5,insular,Galápagos,33042,25,6,2021,201980,0,346125,0,144145
6,amazonia,Morona Santiago,196535,40,10,2021,157546,0,299356,12614,129196
2,amazonia,Pastaza,114202,23,5,2021,22742,0,29080,0,6338
6,sierra,Azuay,881394,40,9,2021,2849531,0,5467597,58689,2559377
5,insular,Galápagos,33042,3,1,2022,209331,93333,503029,0,200365
1,sierra,Imbabura,476257,14,4,2021,41159,0,47927,0,6768
5,costa,Los Ríos,921763,31,7,2021,2914897,0,3573051,0,658154
1,costa,Esmeraldas,591083,50,12,2021,2962785,75906,5570517,191753,2340073
6,sierra,Cañar,281396,30,7,2021,797142,0,1013648,0,216506
5,insular,Galápagos,33042,40,9,2021,133285,0,261074,64,127725
3,sierra,Cotopaxi,488716,3,1,2022,2745080,372723,5769079,199411,2451865
3,sierra,Cotopaxi,488716,27,6,2021,348112,0,514289,0,166177
6,amazonia,Morona Santiago,196535,15,4,2021,42882,0,51510,0,8628
2,amazonia,Sucumbíos,230503,20,5,2021,146014,0,178031,0,32017
8,costa,Guayas,4387434,22,5,2021,2704823,0,3612767,0,907944
9,sierra,Pichincha,3228233,11,3,2021,279544,0,300694,0,21150
6,amazonia,Morona Santiago,196535,4,1,2022,820487,111206,1689188,87108,670387
1,sierra,Imbabura,476257,29,7,2021,1203135,0,1583499,0,380364
3,sierra,Cotopaxi,488716,44,10,2021,2401616,6733,4395654,151223,1836082
3,sierra,Cotopaxi,488716,45,11,2021,2106701,10797,3832266,131469,1583299
4,costa,Manabí,1562079,14,4,2021,85336,0,101131,0,15795
3,sierra,Tungurahua,590600,37,9,2021,2581460,0,5018293,126197,2310636
8,costa,Guayas,4387434,3,1,2022,23495452,2081517,46656840,684505,20395366
4,costa,Manabí,1562079,40,9,2021,4982391,0,9651902,191279,4478232
7,amazonia,Zamora Chinchipe,120416,27,7,2021,66190,0,97572,0,31382
4,costa,Manabí,1562079,34,8,2021,6906985,0,10473375,1046,3565344
2,amazonia,Sucumbíos,230503,16,4,2021,66558,0,83834,0,17276
3,sierra,Bolívar,209933,28,7,2021,423987,0,620573,0,196586
1,costa,Esmeraldas,591083,3,1,2022,3077393,263109,6181383,221747,2619134
3,sierra,Chimborazo,524004,44,10,2021,2437691,9437,4399524,80160,1872236
7,amazonia,Zamora Chinchipe,120416,8,2,2021,2023,0,2023,0,0
9,sierra,Pichincha,3228233,1,1,2022,2770181,325775,5804701,57413,2651332
1,costa,Esmeraldas,591083,37,9,2021,2233206,0,4170896,94955,1842735
5,costa,Santa Elena,401178,31,7,2021,1409599,0,1706438,0,296839
1,sierra,Carchi,186869,17,4,2021,85110,0,108545,0,23435
5,costa,Los Ríos,921763,4,1,2022,4818370,380151,9359656,206221,3954914
9,sierra,Pichincha,3228233,34,8,2021,15709644,0,25511977,3385,9798948
5,insular,Galápagos,33042,17,4,2021,83349,0,117319,0,33970
5,insular,Galápagos,33042,16,4,2021,75439,0,108462,0,33023
2,amazonia,Napo,133705,22,5,2021,151151,0,186950,0,35799
5,insular,Galápagos,33042,40,10,2021,53370,0,104528,0,51158
2,amazonia,Orellana,161338,30,7,2021,458426,0,529393,0,70967
6,amazonia,Morona Santiago,196535,39,9,2021,537797,0,1026227,39402,449028
8,costa,Guayas,4387434,49,11,2021,9474990,182860,17607321,269650,7679821
6,sierra,Cañar,281396,6,1,2021,131,0,131,0,0
6,sierra,Cañar,281396,20,5,2021,168902,0,203161,0,34259
4,costa,Manabí,1562079,44,10,2021,7799392,15571,14551877,310447,6426467
3,sierra,Tungurahua,590600,8,2,2021,2576,0,2576,0,0
3,sierra,Bolívar,209933,5,1,2021,327,0,327,0,0
1,costa,Esmeraldas,591083,23,6,2021,298240,0,395701,0,97461
2,amazonia,Napo,133705,26,6,2021,205595,0,276918,0,71323
5,insular,Galápagos,33042,11,3,2021,23594,0,25085,0,1491
6,sierra,Cañar,281396,10,3,2021,6490,0,6886,0,396
6,sierra,Azuay,881394,27,6,2021,844695,0,1253942,0,409247
2,amazonia,Orellana,161338,38,9,2021,672676,0,1231179,13613,544890
7,costa,El Oro,715751,32,8,2021,3395427,0,4269757,0,874330
2,amazonia,Pastaza,114202,3,1,2022,523437,68224,1087784,44885,451238
6,amazonia,Morona Santiago,196535,10,2,2021,671,0,763,0,92
3,sierra,Cotopaxi,488716,43,10,2021,2287491,608,4254834,148466,1818269
3,sierra,Tungurahua,590600,39,9,2021,2608280,0,5116278,143667,2364331
3,sierra,Cotopaxi,488716,21,5,2021,337835,0,406095,0,68260
3,sierra,Tungurahua,590600,14,4,2021,32414,0,38354,0,5940
5,insular,Galápagos,33042,38,9,2021,219539,0,399090,0,179551
6,sierra,Cañar,281396,2,1,2022,1343876,166409,2761716,60119,1191312
5,costa,Santa Elena,401178,42,10,2021,1650374,0,3033440,44111,1338955
1,sierra,Imbabura,476257,14,3,2021,39402,0,46421,0,7019
1,costa,Esmeraldas,591083,30,7,2021,1718364,0,2035708,0,317344
2,amazonia,Napo,133705,41,10,2021,587048,0,1084673,18123,479502
1,sierra,Imbabura,476257,12,3,2021,36643,0,42808,0,6165
5,insular,Galápagos,33042,20,5,2021,181489,0,223329,0,41840
5,insular,Galápagos,33042,5,1,2022,180280,87637,440562,0,172645
6,sierra,Azuay,881394,2,1,2022,4974078,638767,10368760,114921,4640994
2,amazonia,Napo,133705,42,10,2021,597281,0,1097130,18836,481013
2,amazonia,Pastaza,114202,12,3,2021,3976,0,4762,0,786
2,amazonia,Pastaza,114202,47,11,2021,463129,8631,859810,33627,354423
3,sierra,Chimborazo,524004,24,6,2021,592487,0,836067,0,243580
3,sierra,Chimborazo,524004,18,4,2021,296160,0,344174,0,48014
7,amazonia,Zamora Chinchipe,120416,7,2,2021,2023,0,2023,0,0
7,sierra,Loja,521154,19,5,2021,519076,0,615811,0,96735
7,sierra,Loja,521154,6,2,2021,1740,0,1740,0,0
2,amazonia,Sucumbíos,230503,35,8,2021,867063,0,1426533,8845,550625
4,costa,Sto. Domingo Tsáchilas,511151,36,8,2021,763990,0,1432000,52772,615238
3,sierra,Bolívar,209933,38,9,2021,844127,0,1617104,35577,737400
7,costa,El Oro,715751,30,7,2021,2729159,0,3365640,0,636481
4,costa,Sto. Domingo Tsáchilas,511151,51,12,2021,2521019,82399,4843033,199554,2040061
2,amazonia,Sucumbíos,230503,26,6,2021,260970,0,339884,0,78914
9,sierra,Pichincha,3228233,33,8,2021,15704590,0,22620356,394,6915372
1,sierra,Carchi,186869,29,7,2021,610603,0,768981,0,158378
7,amazonia,Zamora Chinchipe,120416,43,10,2021,507983,0,918689,12792,397914
4,costa,Manabí,1562079,43,10,2021,7497611,5280,14172313,303128,6366294
5,costa,Los Ríos,921763,36,8,2021,1390289,0,2604320,37589,1176442
1,sierra,Carchi,186869,8,2,2021,1610,0,1751,0,141
2,amazonia,Napo,133705,6,2,2021,665,0,665,0,0
7,sierra,Loja,521154,34,8,2021,2497424,0,3994949,133,1497392
2,amazonia,Pastaza,114202,39,9,2021,381371,0,728373,22725,324277
6,sierra,Cañar,281396,35,8,2021,966121,0,1678572,6353,706098
7,costa,El Oro,715751,47,11,2021,4010997,65696,7405937,89106,3240138
9,sierra,Pichincha,3228233,3,1,2022,19520301,3578304,42288562,414159,18775798
2,amazonia,Napo,133705,16,4,2021,48453,0,60369,0,11916
3,sierra,Bolívar,209933,50,12,2021,1159721,76359,2155815,46221,873514
9,sierra,Pichincha,3228233,25,6,2021,4319512,0,6262549,0,1943037
7,amazonia,Zamora Chinchipe,120416,12,3,2021,11577,0,12779,0,1202
7,sierra,Loja,521154,40,9,2021,1788402,0,3385206,14978,1581826
6,sierra,Azuay,881394,45,10,2021,615962,7101,1169399,13658,532678
7,sierra,Loja,521154,46,11,2021,2874370,71478,5323715,26026,2351841
1,costa,Esmeraldas,591083,1,1,2022,433056,22745,850563,29912,364850
4,costa,Manabí,1562079,30,7,2021,4779689,0,5826607,0,1046918
3,sierra,Tungurahua,590600,11,3,2021,16840,0,18135,0,1295
5,insular,Galápagos,33042,14,3,2021,38084,0,39352,0,1268
2,amazonia,Pastaza,114202,14,4,2021,8613,0,9330,0,717
3,sierra,Tungurahua,590600,14,3,2021,39299,0,42111,0,2812
6,sierra,Azuay,881394,14,4,2021,98537,0,117669,0,19132
8,costa,Guayas,4387434,6,2,2021,14720,0,14720,0,0
3,sierra,Bolívar,209933,26,6,2021,331186,0,497375,0,166189
4,costa,Manabí,1562079,26,6,2021,1914851,0,2550564,0,635713
6,amazonia,Morona Santiago,196535,13,3,2021,30784,0,33559,0,2775
4,costa,Sto. Domingo Tsáchilas,511151,45,10,2021,313554,1489,575678,26477,234158
7,costa,El Oro,715751,35,8,2021,3449942,0,5964283,19929,2494412
9,sierra,Pichincha,3228233,20,5,2021,2494351,0,3093844,0,599493
9,sierra,Pichincha,3228233,30,7,2021,12279387,0,15728574,0,3449187
3,sierra,Bolívar,209933,27,7,2021,158281,0,238598,0,80317
7,amazonia,Zamora Chinchipe,120416,6,2,2021,1734,0,1734,0,0
6,amazonia,Morona Santiago,196535,31,7,2021,451951,0,586143,0,134192
3,sierra,Cotopaxi,488716,22,5,2021,387683,0,486840,0,99157
5,insular,Galápagos,33042,39,9,2021,191867,0,370676,64,178745
1,costa,Esmeraldas,591083,52,12,2021,3014374,132190,5866924,204983,2515377
3,sierra,Cotopaxi,488716,30,7,2021,1545815,0,1941065,0,395250
3,sierra,Tungurahua,590600,4,1,2021,119,0,119,0,0
6,sierra,Cañar,281396,11,3,2021,14298,0,15076,0,778
6,sierra,Azuay,881394,42,10,2021,4089780,0,7787666,92372,3605514
3,sierra,Cotopaxi,488716,2,1,2022,2720468,286157,5604994,194385,2403984
2,amazonia,Sucumbíos,230503,24,6,2021,179320,0,248360,0,69040
3,sierra,Chimborazo,524004,48,11,2021,2649925,107940,4860714,85067,2017782
4,costa,Manabí,1562079,20,5,2021,910364,0,1086393,0,176029
3,sierra,Cotopaxi,488716,48,11,2021,2625738,64604,4831653,170059,1971252
3,sierra,Cotopaxi,488716,36,8,2021,885834,0,1607624,28061,693729
5,costa,Los Ríos,921763,50,12,2021,4445592,119282,8146462,177163,3404425
6,sierra,Cañar,281396,33,8,2021,964396,0,1390966,0,426570
7,amazonia,Zamora Chinchipe,120416,25,6,2021,126846,0,180663,0,53817
1,sierra,Imbabura,476257,47,11,2021,2595563,63289,4863240,84422,2119966
4,costa,Manabí,1562079,3,1,2022,9151257,800887,18493017,379699,8161174
6,amazonia,Morona Santiago,196535,23,5,2021,40599,0,57063,0,16464
3,sierra,Cotopaxi,488716,10,3,2021,13719,0,14401,0,682
5,costa,Santa Elena,401178,32,8,2021,1459290,0,1862029,0,402739
2,amazonia,Napo,133705,49,12,2021,425568,11551,784893,13102,334672
5,costa,Los Ríos,921763,49,12,2021,2508344,47029,4556014,99822,1900819
9,sierra,Pichincha,3228233,19,5,2021,2183371,0,2658425,0,475054
1,costa,Esmeraldas,591083,18,4,2021,180719,0,212737,0,32018
1,sierra,Carchi,186869,40,9,2021,748778,0,1361817,16067,596972
1,sierra,Carchi,186869,38,9,2021,1035691,0,1874402,16048,822663
5,insular,Galápagos,33042,36,8,2021,95773,0,172579,0,76806
3,sierra,Bolívar,209933,6,1,2021,109,0,109,0,0
3,sierra,Tungurahua,590600,32,8,2021,2579654,0,3323622,0,743968
3,sierra,Chimborazo,524004,5,1,2021,1675,0,1675,0,0
3,sierra,Bolívar,209933,51,12,2021,1177332,96905,2230465,46723,909505
7,sierra,Loja,521154,52,12,2021,2997197,313283,6106442,33527,2762435
6,sierra,Cañar,281396,16,4,2021,65358,0,86272,0,20914
6,sierra,Azuay,881394,24,6,2021,1129467,0,1647757,0,518290
3,sierra,Chimborazo,524004,10,2,2021,1501,0,1636,0,135
4,costa,Sto. Domingo Tsáchilas,511151,14,3,2021,29488,0,34900,0,5412
6,sierra,Cañar,281396,52,12,2021,1330324,122559,2668070,58709,1156478
9,sierra,Pichincha,3228233,18,5,2021,271879,0,333315,0,61436
7,costa,El Oro,715751,11,3,2021,49742,0,51366,0,1624
5,costa,Los Ríos,921763,37,9,2021,3275070,0,6352762,139611,2938081
2,amazonia,Orellana,161338,8,2,2021,420,0,420,0,0
2,amazonia,Orellana,161338,40,10,2021,197654,0,361926,5190,159082
3,sierra,Cotopaxi,488716,51,12,2021,2691974,172568,5315831,184807,2266482
3,sierra,Chimborazo,524004,3,1,2022,2790077,413460,5762746,110053,2449156
1,sierra,Imbabura,476257,35,8,2021,2180046,0,3819616,16477,1623093
9,sierra,Pichincha,3228233,51,12,2021,19258928,1517942,39161174,389722,17994582
2,amazonia,Sucumbíos,230503,41,10,2021,907764,0,1682446,42122,732560
8,costa,Guayas,4387434,2,1,2022,23208350,1644110,45582953,667928,20062565
1,sierra,Imbabura,476257,16,4,2021,142995,0,168903,0,25908
6,amazonia,Morona Santiago,196535,29,7,2021,318056,0,434221,0,116165
3,sierra,Tungurahua,590600,21,5,2021,410392,0,507800,0,97408
7,sierra,Loja,521154,18,5,2021,69716,0,83078,0,13362
5,costa,Santa Elena,401178,43,10,2021,1672971,151,3068641,45913,1349606
6,sierra,Azuay,881394,14,3,2021,120297,0,141139,0,20842
7,sierra,Loja,521154,30,7,2021,1947752,0,2624882,0,677130
3,sierra,Chimborazo,524004,14,4,2021,49345,0,55018,0,5673
6,sierra,Cañar,281396,14,4,2021,24104,0,27384,0,3280
6,sierra,Azuay,881394,18,4,2021,541762,0,658343,0,116581
4,costa,Manabí,1562079,10,3,2021,49227,0,52368,0,3141
2,amazonia,Orellana,161338,18,4,2021,54882,0,65496,0,10614
2,amazonia,Napo,133705,29,7,2021,353283,0,437780,0,84497
5,insular,Galápagos,33042,30,7,2021,210557,0,366202,0,155645
7,costa,El Oro,715751,5,1,2022,3674271,604792,7741837,109453,3353321
2,amazonia,Pastaza,114202,52,12,2021,510319,38497,1022430,40102,433512
5,insular,Galápagos,33042,4,1,2022,209828,99142,509847,0,200877
3,sierra,Tungurahua,590600,50,12,2021,3266672,160047,6361878,191200,2743959
3,sierra,Cotopaxi,488716,46,11,2021,2517607,21079,4549510,156172,1854652
3,sierra,Cotopaxi,488716,9,2,2021,5474,0,5818,0,344
3,sierra,Bolívar,209933,6,2,2021,654,0,654,0,0
9,sierra,Pichincha,3228233,40,9,2021,11463716,0,22182600,247475,10471409
7,costa,El Oro,715751,42,10,2021,3555784,0,6692577,83727,3053066
6,sierra,Azuay,881394,47,11,2021,4499898,150504,8627583,98832,3878349
5,costa,Santa Elena,401178,8,2,2021,3217,0,3383,0,166
4,costa,Manabí,1562079,4,1,2022,9210792,999326,18861066,393572,8257376
5,insular,Galápagos,33042,48,11,2021,205957,11614,409519,0,191948
2,amazonia,Napo,133705,38,9,2021,578536,0,1053687,15509,459642
3,sierra,Tungurahua,590600,12,3,2021,37409,0,39220,0,1811
2,amazonia,Pastaza,114202,14,3,2021,10859,0,11815,0,956
1,costa,Esmeraldas,591083,43,10,2021,2429595,204,4509861,138640,1941422
6,amazonia,Morona Santiago,196535,19,5,2021,121380,0,141180,0,19800
3,sierra,Chimborazo,524004,37,9,2021,2214893,0,4016940,57941,1744106
6,amazonia,Morona Santiago,196535,8,2,2021,1358,0,1358,0,0
3,sierra,Bolívar,209933,31,7,2021,804182,0,1058554,0,254372
8,costa,Guayas,4387434,23,6,2021,2094960,0,3024813,0,929853
7,costa,El Oro,715751,6,1,2021,40,0,40,0,0
4,costa,Sto. Domingo Tsáchilas,511151,41,10,2021,1892654,0,3700890,185347,1622889
3,sierra,Tungurahua,590600,22,5,2021,484641,0,614122,0,129481
5,insular,Galápagos,33042,27,7,2021,86977,0,152835,0,65858
2,amazonia,Sucumbíos,230503,13,3,2021,36264,0,38602,0,2338
4,costa,Manabí,1562079,18,5,2021,100761,0,118048,0,17287
4,costa,Sto. Domingo Tsáchilas,511151,32,8,2021,1741054,0,2116334,0,375280
2,amazonia,Pastaza,114202,34,8,2021,375485,0,583050,760,206805
2,amazonia,Pastaza,114202,16,4,2021,24346,0,27274,0,2928
3,sierra,Tungurahua,590600,5,1,2022,2877322,626306,6388162,192630,2691904
2,amazonia,Pastaza,114202,40,9,2021,278198,0,529978,18153,233627
6,sierra,Cañar,281396,23,5,2021,61668,0,84432,0,22764
4,costa,Sto. Domingo Tsáchilas,511151,21,5,2021,279930,0,363788,0,83858
7,costa,El Oro,715751,39,9,2021,3419089,0,6501830,73834,3008907
3,sierra,Bolívar,209933,32,8,2021,836027,0,1174818,0,338791
1,sierra,Imbabura,476257,10,3,2021,19424,0,20390,0,966
2,amazonia,Orellana,161338,47,11,2021,815407,4536,1433161,25324,587894
2,amazonia,Sucumbíos,230503,27,7,2021,124582,0,160787,0,36205
4,costa,Manabí,1562079,42,10,2021,7243986,0,13865991,295628,6326377
1,sierra,Imbabura,476257,4,1,2022,2744270,484657,5984696,123547,2632222
3,sierra,Chimborazo,524004,53,12,2021,2368629,235427,4732306,83269,2044981
7,amazonia,Zamora Chinchipe,120416,46,11,2021,563655,3621,995532,13963,414293
6,amazonia,Morona Santiago,196535,2,1,2022,771610,70699,1558500,76282,639909
1,sierra,Imbabura,476257,31,7,2021,1968509,0,2460119,0,491610
6,amazonia,Morona Santiago,196535,16,4,2021,48793,0,63148,0,14355
2,amazonia,Sucumbíos,230503,42,10,2021,915370,0,1694937,43395,736172
7,costa,El Oro,715751,45,11,2021,3346524,20046,6110348,74681,2669097
1,sierra,Imbabura,476257,33,8,2021,2178975,0,2987362,324,808063
7,sierra,Loja,521154,3,1,2022,3027470,497264,6404643,41047,2838862
9,sierra,Pichincha,3228233,9,2,2021,82519,0,90964,0,8445
9,sierra,Pichincha,3228233,15,4,2021,808405,0,1024526,0,216121
5,costa,Los Ríos,921763,40,9,2021,2473689,0,4729836,107164,2148983
3,sierra,Bolívar,209933,33,8,2021,836269,0,1305319,0,469050
9,sierra,Pichincha,3228233,45,11,2021,15429251,179070,29143461,310741,13224399
6,sierra,Cañar,281396,48,11,2021,1265029,40048,2410909,55051,1050781
3,sierra,Bolívar,209933,5,1,2022,1054853,175995,2172277,42683,898746
2,amazonia,Napo,133705,36,9,2021,328355,0,580649,6975,245319
6,amazonia,Morona Santiago,196535,41,10,2021,557918,0,1057803,46598,453287
2,amazonia,Orellana,161338,37,9,2021,662685,0,1208437,13301,532451
2,amazonia,Sucumbíos,230503,12,3,2021,20902,0,22876,0,1974
6,amazonia,Morona Santiago,196535,36,9,2021,296753,0,547335,12077,238505
3,sierra,Cotopaxi,488716,33,8,2021,2054377,0,2872924,0,818547
3,sierra,Tungurahua,590600,36,8,2021,1120107,0,2066525,33423,912995
2,amazonia,Orellana,161338,34,8,2021,676464,0,974802,731,297607
3,sierra,Tungurahua,590600,34,8,2021,2600941,0,4099261,8793,1489527
1,sierra,Imbabura,476257,23,5,2021,138990,0,193152,0,54162
3,sierra,Chimborazo,524004,52,12,2021,2754789,246839,5436663,94381,2340654
3,sierra,Bolívar,209933,8,2,2021,1936,0,2101,0,165
5,costa,Los Ríos,921763,49,11,2021,1850707,23550,3346147,74144,1397746
7,sierra,Loja,521154,17,4,2021,348761,0,415598,0,66837
7,sierra,Loja,521154,24,6,2021,770412,0,1130439,0,360027
6,sierra,Azuay,881394,17,4,2021,525057,0,636492,0,111435
6,amazonia,Morona Santiago,196535,17,4,2021,67829,0,85772,0,17943
9,sierra,Pichincha,3228233,10,3,2021,137440,0,147024,0,9584
1,costa,Esmeraldas,591083,39,9,2021,2255856,0,4271946,117772,1898318
6,sierra,Cañar,281396,28,7,2021,389436,0,573766,0,184330
5,insular,Galápagos,33042,19,5,2021,151577,0,189304,0,37727
5,insular,Galápagos,33042,2,1,2022,208970,85910,494874,0,199994
7,amazonia,Zamora Chinchipe,120416,23,5,2021,30537,0,40150,0,9613
5,costa,Los Ríos,921763,5,1,2022,4159639,377594,8159262,179957,3442072
1,costa,Esmeraldas,591083,35,8,2021,2262003,0,3805966,39402,1504561
7,amazonia,Zamora Chinchipe,120416,32,8,2021,435785,0,572958,0,137173
3,sierra,Chimborazo,524004,15,4,2021,144482,0,167008,0,22526
1,sierra,Carchi,186869,23,5,2021,67749,0,93235,0,25486
5,costa,Los Ríos,921763,1,1,2022,664812,31207,1255473,26565,532889
4,costa,Manabí,1562079,19,5,2021,817557,0,955625,0,138068
4,costa,Manabí,1562079,6,1,2021,988,0,988,0,0
6,sierra,Azuay,881394,19,5,2021,772894,0,934512,0,161618
1,costa,Esmeraldas,591083,27,7,2021,289999,0,385402,0,95403
2,amazonia,Pastaza,114202,21,5,2021,67662,0,82390,0,14728
7,sierra,Loja,521154,18,4,2021,367642,0,437264,0,69622
2,amazonia,Orellana,161338,21,5,2021,115864,0,133391,0,17527
5,insular,Galápagos,33042,34,8,2021,223412,0,391615,0,168203
8,costa,Guayas,4387434,10,2,2021,18152,0,19616,0,1464
1,sierra,Carchi,186869,49,11,2021,516141,17985,941434,18493,388815
6,sierra,Cañar,281396,26,6,2021,308640,0,455281,0,146641
3,sierra,Bolívar,209933,36,9,2021,469290,0,894045,16847,407908
8,costa,Guayas,4387434,21,5,2021,2477662,0,3136440,0,658778
2,amazonia,Sucumbíos,230503,39,9,2021,874267,0,1633496,37175,722054
7,sierra,Loja,521154,53,12,2021,2574357,294996,5285830,30184,2386293
7,amazonia,Zamora Chinchipe,120416,28,7,2021,186353,0,265927,0,79574
3,sierra,Bolívar,209933,39,9,2021,901937,0,1668349,36207,730205
4,costa,Sto. Domingo Tsáchilas,511151,30,7,2021,1391447,0,1643487,0,252040
6,sierra,Azuay,881394,20,5,2021,836198,0,1035733,0,199535
2,amazonia,Orellana,161338,36,8,2021,289917,0,494824,2736,202171
4,costa,Sto. Domingo Tsáchilas,511151,22,5,2021,331121,0,426385,0,95264
7,costa,El Oro,715751,14,3,2021,74656,0,84979,0,10323
4,costa,Manabí,1562079,25,6,2021,1736352,0,2322466,0,586114
5,insular,Galápagos,33042,31,7,2021,216462,0,373447,0,156985
4,costa,Manabí,1562079,18,4,2021,541986,0,630149,0,88163
3,sierra,Cotopaxi,488716,5,1,2022,2379101,513879,5217116,176230,2147906
4,costa,Sto. Domingo Tsáchilas,511151,9,2,2021,10948,0,11956,0,1008
5,insular,Galápagos,33042,18,4,2021,84824,0,115361,0,30537
1,sierra,Imbabura,476257,34,8,2021,2179825,0,3430308,2707,1247776
3,sierra,Cotopaxi,488716,52,12,2021,2700673,212512,5440720,187948,2339587
4,costa,Sto. Domingo Tsáchilas,511151,14,4,2021,24354,0,28422,0,4068
6,amazonia,Morona Santiago,196535,12,3,2021,25163,0,26030,0,867
1,sierra,Imbabura,476257,13,3,2021,52433,0,63602,0,11169
7,amazonia,Zamora Chinchipe,120416,40,9,2021,344458,0,623920,7836,271626
2,amazonia,Pastaza,114202,20,5,2021,62970,0,74253,0,11283
3,sierra,Chimborazo,524004,4,1,2021,3,0,3,0,0
7,costa,El Oro,715751,43,10,2021,3644219,0,6797602,85324,3068059
6,sierra,Cañar,281396,40,9,2021,715011,0,1339220,33960,590249
9,sierra,Pichincha,3228233,5,1,2022,16812035,4315011,37730709,361756,16241907
6,sierra,Cañar,281396,18,4,2021,99034,0,122764,0,23730
3,sierra,Cotopaxi,488716,18,4,2021,167024,0,189569,0,22545
